,uid,title,authors,researcherIds,pubyear,source_title,volume,page_start,page_end,page_count,doi,issn,eissn,isbn,citation_counts,author_keywords,record_links,citing_links,reference_links,related_links
307,WOS:001078682700001,SOCS3 deletion in effector T cells confers an anti-tumorigenic role of IL-6 to the pro-tumorigenic cytokine,"Mise-Omata, S; Ando, M; Srirat, T; Nakagawara, K; Hayakawa, T; Iizuka-Koga, M; Nishimasu, H; Nureki, O; Ito, M; Yoshimura, A",DFW-2037-2022; GDK-7778-2022; GEI-2465-2022; DXQ-7222-2022; CUL-5720-2022; FBA-8913-2022; DIX-5204-2022; G-4960-2014; EZM-3906-2022; K-5515-2013,2023,CELL REPORTS,42,,,26,10.1016/j.celrep.2023.112940,2211-1247,,,9,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001078682700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001078682700001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001078682700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001078682700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
308,WOS:001078563300001,The search for therapeutic targets in lung cancer: Preclinical and human studies of carcinoembryonic antigen-related cell adhesion molecule 5 expression and its associated molecular landscape,"Lefebvre, AM; Adam, J; Nicolazzi, C; Larois, C; Attenot, F; Falda-Buscaiot, F; Dib, C; Masson, N; Ternès, N; Bauchet, AL; Demers, B; Chadjaa, M; Sidhu, S; Combeau, C; Soria, JC; Scoazec, JY; Naimi, S; Angevin, E; Chiron, M; Henry, C",IYJ-4266-2023; CBR-9526-2022; FOT-9246-2022; DCO-3026-2022; EMH-0972-2022; COC-3328-2022; CMS-9058-2022; FOF-4518-2022; HQP-6131-2023; ELY-8230-2022; EQT-7878-2022; ENX-9571-2022; GCV-8794-2022; ESM-3059-2022; F-3619-2014; DXN-8877-2022; DKC-1618-2022; JYE-5332-2024; EPJ-9032-2022; LFW-7480-2024,2023,LUNG CANCER,184,,,11,10.1016/j.lungcan.2023.107356,0169-5002,1872-8332,,12,non-small cell lung cancer; carcinoembryonic antigen-related cell adhe; sion molecule 5; patient-derived xenograft; kras; antibody-drug conjugate; tusamitamab ravtansine,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001078563300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001078563300001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001078563300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001078563300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
309,WOS:001079252700001,Human microglia maturation is underpinned by specific gene regulatory networks,"Han, CZ; Li, RZ; Hansen, E; Trescott, S; Fixsen, BR; Nguyen, CT; Mora, CM; Spann, NJ; Bennett, HR; Poirion, O; Buchanan, J; Warden, AS; Xia, B; Schlachetzki, JCM; Pasillas, MP; Preissl, S; Wang, A; O'Connor, C; Shriram, S; Kim, R; Schafer, D; Ramirez, G; Challacombe, J; Anavim, SA; Johnson, A; Gupta, M; Glass, IA; Birth Defects Res Lab; Levy, ML; Ben Haim, S; Gonda, DD; Laurent, L; Hughes, JF; Page, DC; Blurton-Jones, M; Glass, CK; Coufal, NG",EYV-4034-2022; HDI-2758-2022; CTN-5471-2022; EAM-7956-2022; IKT-2235-2023; DJK-4739-2022; IAK-8591-2023; GES-7897-2022; DVZ-4184-2022; DLI-3395-2022; DTU-4939-2022; EEP-5680-2022; IHG-5122-2023; AFA-0740-2022; DMC-8649-2022; GEX-2738-2022; HJN-3527-2023; GAH-6199-2022; DTA-2519-2022; CXY-2263-2022; DPR-1124-2022; D-2053-2012; EPE-2976-2022; CDM-6401-2022; FBW-2286-2022; DVJ-2917-2022; IJL-6848-2023; JKK-0354-2023; DCA-0086-2022; GAC-1257-2022; EWA-2746-2022; GEQ-3260-2022; DXQ-0657-2022; GDA-9281-2022; DUY-7723-2022; AAI-3933-2021; ABA-9471-2021,2023,IMMUNITY,56,2152,+,34,10.1016/j.immuni.2023.07.016,1074-7613,1097-4180,,27,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001079252700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001079252700001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001079252700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001079252700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
310,WOS:001088990200008,Amazon: an essay on socio-spatial variability and on potential indicators to Anthropocene,"da Ponte, FC; Szlafsztein, CF",EQH-5015-2022; G-2153-2011,2023,GEO UERJ,,,,24,10.12957/geouerj.2023.75382,1415-7543,1981-9021,,0,amazon; domains of nature; socio-spatial events; anthropogenic factors; anthropocene,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001088990200008&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001088990200008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001088990200008&DestLinkType=RelatedRecords&DestApp=WOS_CPL
311,WOS:001091729800005,Lactate oxidase nanocapsules boost T cell immunity and efficacy of cancer immunotherapy,"Cao, Z; Xu, D; Harding, J; Chen, WT; Liu, XS; Wang, Z; Wang, L; Qi, T; Chen, SL; Guo, XH; Chen, ISY; Guo, JM; Lu, YF; Wen, J",JMC-1562-2023; M-9378-2019; FBY-6526-2022; HFH-2601-2022; W-3288-2019; JOS-0600-2023; EET-8687-2022; LPR-0546-2024; KLA-0590-2024; LGA-0012-2024; ENZ-4045-2022; FYL-7449-2022; JGA-7170-2023; F-1949-2019,2023,SCIENCE TRANSLATIONAL MEDICINE,15,,,13,10.1126/scitranslmed.add2712,1946-6234,1946-6242,,73,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001091729800005&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001091729800005&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001091729800005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001091729800005&DestLinkType=RelatedRecords&DestApp=WOS_CPL
312,WOS:001101190000001,Exploring lncRNAs associated with human pancreatic islet cell death induced by transfer of adoptive lymphocytes in a humanized mouse model,"Hossain, MM; Roat, R; Christopherson, J; Free, C; Ansarullah; James, B; Guo, ZG",EZR-5792-2022; FXX-6665-2022; CLH-7182-2022; CPX-3059-2022; JQN-3475-2023; CWG-4232-2022; C-9105-2009,2023,FRONTIERS IN ENDOCRINOLOGY,14,,,23,10.3389/fendo.2023.1244688,1664-2392,,,0,lncrna; ss-cell; pancreatic islet; t1d; t2d; humanized mouse,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001101190000001&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001101190000001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001101190000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
313,WOS:001103064300001,Bats as indicators of ecological resilience in a megacity,"Gutiérrez-Granados, G; Rodriguez-Zúñiga, MT",AAY-6491-2020; DQH-2194-2022,2024,URBAN ECOSYSTEMS,27,479,489,11,10.1007/s11252-023-01462-5,1083-8155,1573-1642,,5,bat diversity; information-theoretic model; markov chains; mexico city; myotis; urbanized landscape,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001103064300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001103064300001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001103064300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001103064300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
314,WOS:001108406500003,Ranging Behaviour and Habitat Selection of Sedentary Western Marsh Harriers (<i>Circus aeruginosus</i>) in the Mediterranean Estuarine Landscape,"Literák, I; Sidiropoulos, L; Skrábal, J; Valkenburg, T; Krejcí, S; Dostál, M; Navarrete, E; Vasilakis, D",DCE-8048-2022; DTX-9171-2022; JBR-8630-2023; HJY-3137-2023; FFO-8298-2022; HKM-7795-2023; JTJ-9783-2023; ECL-6195-2022,2023,WATERBIRDS,46,13,23,11,10.1675/063.046.0103,1524-4695,1938-5390,,1,behaviour; circus aeruginosus; ecology; home range; raptor; telemetry,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001108406500003&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001108406500003&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001108406500003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001108406500003&DestLinkType=RelatedRecords&DestApp=WOS_CPL
315,WOS:001099536200070,TODIM-VIKOR method for quality evaluation of tourism rural landscape planning and design with 2-tuple linguistic neutrosophic numbers (Retracted Article),"Yan, ZG",HWE-2538-2023,2023,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,45,8249,8261,13,10.3233/JIFS-231400,1064-1246,1875-8967,,1,multiple attribute group decision making (magdm); 2-tuple linguistic neutrosophic sets (2tlnss); todim; vikor; tourism rural landscape planning and design,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001099536200070&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001099536200070&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001099536200070&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001099536200070&DestLinkType=RelatedRecords&DestApp=WOS_CPL
316,WOS:001099837800001,"Density and ecological drivers of free-ranging cat abundance and activity in Madeira Island, Macaronesia","Soto, EJ; Nunes, J; Nóbrega, E; Palmeirim, AF; Rocha, R",LZG-9639-2025; DKE-1448-2022; DIZ-8841-2022; GCV-1802-2022; AAM-3749-2021,2023,CONSERVATION SCIENCE AND PRACTICE,5,,,14,10.1111/csp2.13040,,2578-4854,,8,camera traps; domestic species; ecological park of funchal; felis catus; feral cats; invasive predators; island conservation; puffinus puffinus,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001099837800001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001099837800001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001099837800001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001099837800001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
317,WOS:001112233900001,Biomarkers and experimental models for cancer immunology investigation,"Xu, HY; Jia, ZQ; Liu, FS; Li, JY; Huang, YS; Jiang, YW; Pu, PM; Shang, TX; Tang, PR; Zhou, YX; Yang, YF; Su, JZ; Liu, JQ",OIR-7722-2025; GRF-0134-2022; KEZ-6868-2024; MNB-0604-2025; KGX-5271-2024; JQQ-7818-2023; JSR-9692-2023; JSW-2009-2023; JSW-6295-2023; MDO-8792-2025; MDE-6588-2025; LWZ-5125-2024; D-6712-2013,2023,MEDCOMM,4,,,36,10.1002/mco2.437,,2688-2663,,13,biomarker; cancer immunotherapy; experimental model; lab-on-a-chip devices; three-dimensional model,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001112233900001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001112233900001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001112233900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001112233900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
318,WOS:001113527200001,Cooperative CAR targeting to selectively eliminate AML and minimize escape,"Haubner, S; Mansilla-Soto, J; Nataraj, S; Kogel, F; Chang, Q; de Stanchina, E; Lopez, M; Ng, MR; Fraser, K; Subklewe, M; Park, JH; Wang, XY; Rivière, I; Sadelain, M",GNP-5476-2022; FJC-0191-2022; DXR-1192-2022; KZQ-7568-2024; IBM-5438-2023; EQB-1232-2022; DDV-2280-2022; FZZ-3704-2022; GRH-9646-2022; N-5873-2014; IUP-8983-2023; KKQ-0823-2024; DNN-7713-2022; FWD-9524-2022,2023,CANCER CELL,41,1871,+,28,10.1016/j.ccell.2023.09.010,1535-6108,1878-3686,,63,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001113527200001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001113527200001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001113527200001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001113527200001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
319,WOS:001125055900002,"Therapeutic cancer vaccines: advancements, challenges, and prospects","Fan, T; Zhang, MN; Yang, JX; Zhu, ZA; Cao, WL; Dong, CY",IUL-4470-2023; IQQ-7028-2023; JOP-7595-2023; GNE-4882-2022; EOG-1893-2022; HKX-2144-2023,2023,SIGNAL TRANSDUCTION AND TARGETED THERAPY,8,,,23,10.1038/s41392-023-01674-3,2095-9907,2059-3635,,259,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001125055900002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001125055900002&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001125055900002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001125055900002&DestLinkType=RelatedRecords&DestApp=WOS_CPL
320,WOS:001127507800001,Risankizumab to treat moderately to severely active Crohn's disease in adults: an evaluation of trials and data,"Johnson, AM; Loftus, EV Jr",DUT-0901-2022; E-8304-2011,2023,EXPERT REVIEW OF GASTROENTEROLOGY & HEPATOLOGY,17,1169,1183,15,10.1080/17474124.2023.2295496,1747-4124,1747-4132,,8,risankizumab; crohn's disease; interleukin (il)-23; inflammatory bowel disease (ibd); interleukin; biologic,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001127507800001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001127507800001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001127507800001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001127507800001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
321,WOS:001131461100001,Human Intestinal Organoids and Microphysiological Systems for Modeling Radiotoxicity and Assessing Radioprotective Agents,"Bouges, E; Segers, C; Leys, N; Lebeer, S; Zhang, JB; Mastroleo, F",JWQ-1465-2024; DYT-3732-2022; P-2761-2017; S-9951-2019; L-5453-2013; AAY-9951-2021,2023,CANCERS,15,,,20,10.3390/cancers15245859,,2072-6694,,4,ionizing radiation; colorectal cancer; radioprotection; radiotoxicity; organoid; microbiota; organ-on-a-chip,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001131461100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001131461100001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001131461100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001131461100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
322,WOS:001139165300001,"Engineered Adoptive T-Cell Therapies for Breast Cancer: Current Progress, Challenges, and Potential","Chamorro, DF; Somes, LK; Hoyos, V",GNG-2757-2022; JCX-9280-2023; CTX-1301-2022,2024,CANCERS,16,,,31,10.3390/cancers16010124,,2072-6694,,7,breast cancer; immunotherapy; car t; tcr t; clinical trials,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001139165300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001139165300001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001139165300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001139165300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
323,WOS:001131762300001,Preclinical evaluation of the efficacy of an antibody to human SIRPα for cancer immunotherapy in humanized mouse models,"Saito, Y; Iida-Norita, R; Afroj, T; Refaat, A; Hazama, D; Komori, S; Ohata, S; Takai, T; Oduori, OS; Kotani, T; Funakoshi, Y; Koma, Y; Murata, Y; Yakushijin, K; Matsuoka, H; Minami, H; Yokozaki, H; Manz, MG; Matozaki, T",AAD-1436-2019; FZW-9029-2022; GCF-2898-2022; F-3596-2018; EZR-7133-2022; CZT-5372-2022; HVP-2364-2023; GFI-3453-2022; DKP-4806-2022; GBV-2547-2022; FZO-6401-2022; JYS-3617-2024; AIC-4602-2022; GDP-9012-2022; JYI-4926-2024; KBS-2647-2024; MMJ-0029-2025; C-7588-2011; FJT-8697-2022,2023,FRONTIERS IN IMMUNOLOGY,14,,,16,10.3389/fimmu.2023.1294814,1664-3224,,,3,humanized mouse; tumor-associated macrophages; sirp alpha; cancer immunotherapy; patient-derived xenograft (pdx) model; macrophage checkpoint; b cell lymphoma,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001131762300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001131762300001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001131762300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001131762300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
324,WOS:001148295000001,Establishment and immune phenotyping of patient-derived glioblastoma models in humanized mice,"Liu, LS; van Schaik, TA; Chen, KS; Rossignoli, F; Borges, P; Vrbanac, V; Wakimoto, H; Shah, KL",DDL-9299-2022; DZO-2759-2022; H-6821-2016; GDI-4663-2022; LWH-5720-2024; EDO-8706-2022; H-4533-2019; FXD-7479-2022,2024,FRONTIERS IN IMMUNOLOGY,14,,,12,10.3389/fimmu.2023.1324618,1664-3224,,,9,hgbm; gbm - multiforme; humanized mice; blt humanized mice; flow cytometry; multiplex immunofluorescence staining,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001148295000001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001148295000001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001148295000001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001148295000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
325,WOS:001146062000001,Breaking barriers in triple negative breast cancer (TNBC) - Unleashing the power of antibody-drug conjugates (ADCs),"Dri, A; Arpino, G; Bianchini, G; Curigliano, G; Danesi, R; De Laurentiis, M; Del Mastro, L; Fabi, A; Generali, D; Gennari, A; Guarneri, V; Santini, D; Simoncini, E; Zamagni, C; Puglisi, F",MNO-2242-2025; FZX-4904-2022; K-8532-2018; D-3371-2018; J-7239-2018; AAC-6321-2022; J-6163-2016; AAC-1021-2019; GCC-1610-2022; IWI-8733-2023; DUA-5323-2022; DOY-7111-2022; DQX-0004-2022; EFU-2530-2022; N-3863-2017,2024,CANCER TREATMENT REVIEWS,123,,,12,10.1016/j.ctrv.2023.102672,0305-7372,1532-1967,,33,antibody-drug conjugates; sacituzumab govitecan; breast cancer; triple negative breast cancer,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001146062000001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001146062000001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001146062000001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001146062000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
